"";"OTU";"Sample";"Abundance";"names";"host_species";"gut_section";"region";"location";"year";"month";"day";"sample_lab";"Time";"SL..mm.";"FL..mm.";"TW..g.";"GW..g.";"Sex";"Sample_or_Control";"input";"filtered";"denoisedF";"denoisedR";"merged";"nochim";"perc_reads_retained";"Kingdom";"Phylum";"Class";"Order"
"81";"ASV_14";"E1_5";0,020962296004502;"E1_5";"Pomacanthus sexstriatus";"V";"Great Barrier Reef";"North Direction Island";2011;3;18;"S141";"09:40";NA;NA;NA;1262;"M";"Sample";60904;28698;28310;28291;27674;27425;45,0298830947064;"Bacteria";"Pseudomonadota";"GammaPseudomonadota";"Enterobacterales"
"82";"ASV_9";"E1_5";0,020962296004502;"E1_5";"Pomacanthus sexstriatus";"V";"Great Barrier Reef";"North Direction Island";2011;3;18;"S141";"09:40";NA;NA;NA;1262;"M";"Sample";60904;28698;28310;28291;27674;27425;45,0298830947064;"Bacteria";"Bacillota";"Clostridia";"Lachnospirales"
"83";"ASV_89";"E3_5";0,0199859254046446;"E3_5";"Pomacanthus sexstriatus";"V";"Great Barrier Reef";"Tuttle Beach";2011;3;18;"S145";"15:45";NA;NA;NA;308;"M";"Sample";53784;24444;23915;23878;22883;22812;42,4141008478358;"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Verrucomicrobiales"
"84";"ASV_27";"E05_5";0,0185367223704536;"E05_5";"Pomacanthus sexstriatus";"V";"Great Barrier Reef";"Granite Bluffs";2005;3;22;"S147";"09:00";NA;NA;NA;656;"";"Sample";107092;47810;47106;47221;45847;45378;42,3729130093751;"Bacteria";"Verrucomicrobiota";"Lentisphaeria";"Victivallales"
"85";"ASV_27";"568_5";0,0185106683623004;"568_5";"Pomacanthus sexstriatus";"V";"Great Barrier Reef";"Between Bird Islet and South Island";2014;12;12;"S346";"15:30";236;285;654,3;52,5;"M";"Sample";38610;18739;18165;18254;17389;17305;44,8199948199948;"Bacteria";"Verrucomicrobiota";"Lentisphaeria";"Victivallales"
"86";"ASV_171";"568_5";0,0183693655503745;"568_5";"Pomacanthus sexstriatus";"V";"Great Barrier Reef";"Between Bird Islet and South Island";2014;12;12;"S346";"15:30";236;285;654,3;52,5;"M";"Sample";38610;18739;18165;18254;17389;17305;44,8199948199948;"Bacteria";"Cyanobacteria";"Vampirivibrionia";"Gastranaerophilales"
"87";"ASV_26";"E1_5";0,0181485649971863;"E1_5";"Pomacanthus sexstriatus";"V";"Great Barrier Reef";"North Direction Island";2011;3;18;"S141";"09:40";NA;NA;NA;1262;"M";"Sample";60904;28698;28310;28291;27674;27425;45,0298830947064;"Bacteria";"Verrucomicrobiota";"Kiritimatiellae";"WCHB1-41"
"88";"ASV_2";"E3_5";0,0180154820548909;"E3_5";"Pomacanthus sexstriatus";"V";"Great Barrier Reef";"Tuttle Beach";2011;3;18;"S145";"15:45";NA;NA;NA;308;"M";"Sample";53784;24444;23915;23878;22883;22812;42,4141008478358;"Bacteria";"Bacillota";"Clostridia";"Peptostreptococcales-Tissierellales"
"89";"ASV_2";"E2_5";0,0179479932165065;"E2_5";"Pomacanthus sexstriatus";"V";"Great Barrier Reef";"North Direction Island";2011;3;18;"S143";"10:30";NA;NA;NA;575;"F";"Sample";79090;37948;37479;37517;36730;36657;46,3484637754457;"Bacteria";"Bacillota";"Clostridia";"Peptostreptococcales-Tissierellales"
"90";"ASV_14";"E2_4";0,0178370786516854;"E2_4";"Pomacanthus sexstriatus";"IV";"Great Barrier Reef";"North Direction Island";2011;3;18;"S142";"10:30";NA;NA;NA;575;"F";"Sample";87227;40995;40583;40479;39686;39332;45,0915427562567;"Bacteria";"Pseudomonadota";"GammaPseudomonadota";"Enterobacterales"
"91";"ASV_28";"E1_5";0,0175858187957231;"E1_5";"Pomacanthus sexstriatus";"V";"Great Barrier Reef";"North Direction Island";2011;3;18;"S141";"09:40";NA;NA;NA;1262;"M";"Sample";60904;28698;28310;28291;27674;27425;45,0298830947064;"Bacteria";"Bacillota";"Clostridia";"Clostridia vadinBB60 group"
"92";"ASV_9";"581_5";0,0174161313347609;"581_5";"Pomacanthus sexstriatus";"V";"Great Barrier Reef";"Palfrey Island North";2014;12;14;"S247";"16:45";190;235;381,1;308,6;"F";"Sample";35144;17699;17222;17193;16071;15963;45,42169360346;"Bacteria";"Bacillota";"Clostridia";"Lachnospirales"
"93";"ASV_17";"611_5";0,0173630717108978;"611_5";"Pomacanthus sexstriatus";"V";"Great Barrier Reef";"Between South Island and Palfrey Island";2014;12;18;"S248";"09:45";210;256;493;391,5;"M";"Sample";30511;15091;14673;14708;13943;13898;45,5507849628003;"Bacteria";"Verrucomicrobiota";"Lentisphaeria";"P.palmC41"
"94";"ASV_12";"E3_4";0,017362083450014;"E3_4";"Pomacanthus sexstriatus";"IV";"Great Barrier Reef";"Tuttle Beach";2011;3;18;"S144";"15:45";NA;NA;NA;308;"M";"Sample";38381;7645;7366;7375;7155;7142;18,608165498554;"Bacteria";"Desulfobacterota";"Desulfovibrionia";"Desulfovibrionales"
"95";"ASV_14";"E3_4";0,017362083450014;"E3_4";"Pomacanthus sexstriatus";"IV";"Great Barrier Reef";"Tuttle Beach";2011;3;18;"S144";"15:45";NA;NA;NA;308;"M";"Sample";38381;7645;7366;7375;7155;7142;18,608165498554;"Bacteria";"Pseudomonadota";"GammaPseudomonadota";"Enterobacterales"
"96";"ASV_26";"611_5";0,0166572557876906;"611_5";"Pomacanthus sexstriatus";"V";"Great Barrier Reef";"Between South Island and Palfrey Island";2014;12;18;"S248";"09:45";210;256;493;391,5;"M";"Sample";30511;15091;14673;14708;13943;13898;45,5507849628003;"Bacteria";"Verrucomicrobiota";"Kiritimatiellae";"WCHB1-41"
"97";"ASV_9";"E3_5";0,0164672765657987;"E3_5";"Pomacanthus sexstriatus";"V";"Great Barrier Reef";"Tuttle Beach";2011;3;18;"S145";"15:45";NA;NA;NA;308;"M";"Sample";53784;24444;23915;23878;22883;22812;42,4141008478358;"Bacteria";"Bacillota";"Clostridia";"Lachnospirales"
"98";"ASV_23";"E1_5";0,0161789532920653;"E1_5";"Pomacanthus sexstriatus";"V";"Great Barrier Reef";"North Direction Island";2011;3;18;"S141";"09:40";NA;NA;NA;1262;"M";"Sample";60904;28698;28310;28291;27674;27425;45,0298830947064;"Bacteria";"Spirochaetota";"Spirochaetia";"Spirochaetales"
"99";"ASV_2";"E05_5";0,0160089875017554;"E05_5";"Pomacanthus sexstriatus";"V";"Great Barrier Reef";"Granite Bluffs";2005;3;22;"S147";"09:00";NA;NA;NA;656;"";"Sample";107092;47810;47106;47221;45847;45378;42,3729130093751;"Bacteria";"Bacillota";"Clostridia";"Peptostreptococcales-Tissierellales"
"100";"ASV_14";"568_5";0,0158259149357072;"568_5";"Pomacanthus sexstriatus";"V";"Great Barrier Reef";"Between Bird Islet and South Island";2014;12;12;"S346";"15:30";236;285;654,3;52,5;"M";"Sample";38610;18739;18165;18254;17389;17305;44,8199948199948;"Bacteria";"Pseudomonadota";"GammaPseudomonadota";"Enterobacterales"
"101";"ASV_148";"E3_4";0,0156818818258191;"E3_4";"Pomacanthus sexstriatus";"IV";"Great Barrier Reef";"Tuttle Beach";2011;3;18;"S144";"15:45";NA;NA;NA;308;"M";"Sample";38381;7645;7366;7375;7155;7142;18,608165498554;"Bacteria";"Fibrobacterota";"Fibrobacteria";"Fibrobacterales"
"102";"ASV_153";"E2_4";0,0155898876404494;"E2_4";"Pomacanthus sexstriatus";"IV";"Great Barrier Reef";"North Direction Island";2011;3;18;"S142";"10:30";NA;NA;NA;575;"F";"Sample";87227;40995;40583;40479;39686;39332;45,0915427562567;"Bacteria";"Bacillota";"Clostridia";"Christensenellales"
"103";"ASV_28";"E05_5";0,0146046903524786;"E05_5";"Pomacanthus sexstriatus";"V";"Great Barrier Reef";"Granite Bluffs";2005;3;22;"S147";"09:00";NA;NA;NA;656;"";"Sample";107092;47810;47106;47221;45847;45378;42,3729130093751;"Bacteria";"Bacillota";"Clostridia";"Clostridia vadinBB60 group"
"104";"ASV_17";"568_5";0,0139889783806698;"568_5";"Pomacanthus sexstriatus";"V";"Great Barrier Reef";"Between Bird Islet and South Island";2014;12;12;"S346";"15:30";236;285;654,3;52,5;"M";"Sample";38610;18739;18165;18254;17389;17305;44,8199948199948;"Bacteria";"Verrucomicrobiota";"Lentisphaeria";"P.palmC41"
"105";"ASV_27";"611_5";0,0139751552795031;"611_5";"Pomacanthus sexstriatus";"V";"Great Barrier Reef";"Between South Island and Palfrey Island";2014;12;18;"S248";"09:45";210;256;493;391,5;"M";"Sample";30511;15091;14673;14708;13943;13898;45,5507849628003;"Bacteria";"Verrucomicrobiota";"Lentisphaeria";"Victivallales"
"106";"ASV_242";"568_5";0,0138476755687438;"568_5";"Pomacanthus sexstriatus";"V";"Great Barrier Reef";"Between Bird Islet and South Island";2014;12;12;"S346";"15:30";236;285;654,3;52,5;"M";"Sample";38610;18739;18165;18254;17389;17305;44,8199948199948;"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Opitutales"
"107";"ASV_171";"E05_5";0,0137621120629125;"E05_5";"Pomacanthus sexstriatus";"V";"Great Barrier Reef";"Granite Bluffs";2005;3;22;"S147";"09:00";NA;NA;NA;656;"";"Sample";107092;47810;47106;47221;45847;45378;42,3729130093751;"Bacteria";"Cyanobacteria";"Vampirivibrionia";"Gastranaerophilales"
"108";"ASV_1";"E2_5";0,0132843414358395;"E2_5";"Pomacanthus sexstriatus";"V";"Great Barrier Reef";"North Direction Island";2011;3;18;"S143";"10:30";NA;NA;NA;575;"F";"Sample";79090;37948;37479;37517;36730;36657;46,3484637754457;"Bacteria";"Bacteroidota";"Bacteroidia";"Cytophagales"
"109";"ASV_17";"E3_5";0,0132301196340605;"E3_5";"Pomacanthus sexstriatus";"V";"Great Barrier Reef";"Tuttle Beach";2011;3;18;"S145";"15:45";NA;NA;NA;308;"M";"Sample";53784;24444;23915;23878;22883;22812;42,4141008478358;"Bacteria";"Verrucomicrobiota";"Lentisphaeria";"P.palmC41"
"110";"ASV_2";"E3_4";0,0128815457854943;"E3_4";"Pomacanthus sexstriatus";"IV";"Great Barrier Reef";"Tuttle Beach";2011;3;18;"S144";"15:45";NA;NA;NA;308;"M";"Sample";38381;7645;7366;7375;7155;7142;18,608165498554;"Bacteria";"Bacillota";"Clostridia";"Peptostreptococcales-Tissierellales"
"111";"ASV_27";"E3_5";0,0126671358198452;"E3_5";"Pomacanthus sexstriatus";"V";"Great Barrier Reef";"Tuttle Beach";2011;3;18;"S145";"15:45";NA;NA;NA;308;"M";"Sample";53784;24444;23915;23878;22883;22812;42,4141008478358;"Bacteria";"Verrucomicrobiota";"Lentisphaeria";"Victivallales"
"112";"ASV_171";"E3_5";0,0123856439127375;"E3_5";"Pomacanthus sexstriatus";"V";"Great Barrier Reef";"Tuttle Beach";2011;3;18;"S145";"15:45";NA;NA;NA;308;"M";"Sample";53784;24444;23915;23878;22883;22812;42,4141008478358;"Bacteria";"Cyanobacteria";"Vampirivibrionia";"Gastranaerophilales"
"113";"ASV_17";"E1_5";0,0122397298818233;"E1_5";"Pomacanthus sexstriatus";"V";"Great Barrier Reef";"North Direction Island";2011;3;18;"S141";"09:40";NA;NA;NA;1262;"M";"Sample";60904;28698;28310;28291;27674;27425;45,0298830947064;"Bacteria";"Verrucomicrobiota";"Lentisphaeria";"P.palmC41"
"114";"ASV_89";"568_5";0,0118694362017804;"568_5";"Pomacanthus sexstriatus";"V";"Great Barrier Reef";"Between Bird Islet and South Island";2014;12;12;"S346";"15:30";236;285;654,3;52,5;"M";"Sample";38610;18739;18165;18254;17389;17305;44,8199948199948;"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Verrucomicrobiales"
"115";"ASV_2";"581_5";0,0115631691648822;"581_5";"Pomacanthus sexstriatus";"V";"Great Barrier Reef";"Palfrey Island North";2014;12;14;"S247";"16:45";190;235;381,1;308,6;"F";"Sample";35144;17699;17222;17193;16071;15963;45,42169360346;"Bacteria";"Bacillota";"Clostridia";"Peptostreptococcales-Tissierellales"
"116";"ASV_102";"E2_5";0,0100339174674958;"E2_5";"Pomacanthus sexstriatus";"V";"Great Barrier Reef";"North Direction Island";2011;3;18;"S143";"10:30";NA;NA;NA;575;"F";"Sample";79090;37948;37479;37517;36730;36657;46,3484637754457;"Bacteria";"Desulfobacterota";"Desulfobacteria";"Desulfobacterales"
